,threshold_1,threshold_2,p,r,f1,f1_macro
0,0.7928571428571428,0.5071428571428571,0.5078476877683183,0.6067410162711845,0.48221893309389274,0.5529071325965994
1,0.7214285714285714,0.5071428571428571,0.4966390591778889,0.6229306165772842,0.48454254424261317,0.5526617629070152
2,0.7214285714285714,0.5428571428571428,0.5074263138325307,0.6061931030147163,0.48322394955542025,0.552429900341175
3,0.757142857142857,0.5071428571428571,0.5012057293065435,0.6152636751935623,0.48316125446300956,0.5524086514117897
4,0.8285714285714287,0.4714285714285715,0.5050315372447745,0.6093192825710705,0.4811874363473903,0.5522954683168894
5,0.8285714285714287,0.5071428571428571,0.5148004074010387,0.595516721520941,0.48018705156852165,0.5522246624273301
6,0.7928571428571428,0.4714285714285715,0.4980015107208131,0.6193815223582217,0.4819583579504268,0.5520988322097315
7,0.7928571428571428,0.5428571428571428,0.5181941761794231,0.5905916662442363,0.4810032686839558,0.5520293464045307
8,0.757142857142857,0.5428571428571428,0.5120683177660361,0.5986866577065889,0.481992394447041,0.5520001736662744
9,0.757142857142857,0.4714285714285715,0.49211940105151736,0.6277837954623148,0.48349102963813617,0.5517344470030662
10,0.864285714285714,0.4714285714285715,0.5132502775055104,0.5961930047355393,0.4788099779446234,0.5516212140367452
11,0.6857142857142856,0.5428571428571428,0.5004068594256026,0.6142969232343066,0.4840172096686139,0.5515337776588054
12,0.6857142857142856,0.5071428571428571,0.4905029163489463,0.6296635656517654,0.4852156182406145,0.5514391302250569
13,0.65,0.5428571428571428,0.4958042638253797,0.6204381599642581,0.4851395946749995,0.5511632215265527
14,0.7214285714285714,0.5785714285714285,0.517820965999917,0.5888990477811552,0.48215386865370624,0.5510775444579467
15,0.7214285714285714,0.4714285714285715,0.486864353879111,0.6346615819101525,0.4836557467320132,0.5510244411621728
16,0.8285714285714287,0.5428571428571428,0.5246004623263225,0.5801406033954339,0.4786894712117097,0.550974410563224
17,0.8285714285714287,0.4357142857142859,0.49585720546907486,0.6196889732804917,0.4810017081512952,0.5509000853649946
18,0.757142857142857,0.5785714285714285,0.5225479560812686,0.5824675370429454,0.4814859247271234,0.5508831737823753
19,0.9000000000000002,0.4357142857142859,0.5158576363123675,0.5909906440604992,0.47637288616873685,0.5508741209320424
20,0.6142857142857142,0.5428571428571428,0.491683520706854,0.6259975110240062,0.4856488188060779,0.5507701239187319
21,0.864285714285714,0.4357142857142859,0.5040016527638987,0.6070682492199163,0.47892231575898886,0.5507545482080409
22,0.6857142857142856,0.5785714285714285,0.5117537064570894,0.5959847952838934,0.48275026698174045,0.5506668360795464
23,0.864285714285714,0.5071428571428571,0.5220669981267743,0.5825735508979456,0.47766500072235785,0.5506631549491307
24,0.9000000000000002,0.4714285714285715,0.5241202558387358,0.5795265038568673,0.47562241988329335,0.5504326031828597
25,0.65,0.5071428571428571,0.4856379437086595,0.6350515846967046,0.485086381701911,0.5503846300408727
26,0.65,0.5785714285714285,0.5066185487574929,0.6023444803839808,0.4836717652419225,0.550349972875946
27,0.7928571428571428,0.4357142857142859,0.48905019203134553,0.6285810494555246,0.48145960060031573,0.5501057442426558
28,0.7928571428571428,0.5785714285714285,0.529623690443877,0.5722216315727964,0.4799456224314164,0.5500992311892122
29,0.6142857142857142,0.5785714285714285,0.502140424020746,0.6077086997813468,0.48473607458790424,0.5499037619526322
30,0.5785714285714285,0.5428571428571428,0.4870458210031783,0.6309478021201211,0.4857369595451858,0.5497356763721974
31,0.9000000000000002,0.4,0.5077175667060629,0.5986435234515547,0.47648674448889783,0.5494441837390833
32,0.9000000000000002,0.5071428571428571,0.534282765402778,0.5654019130908688,0.4749480019717593,0.5494020305966385
33,0.5785714285714285,0.5785714285714285,0.4971914202036955,0.6136328757292359,0.48529668329302916,0.5493091969351691
34,0.7214285714285714,0.6142857142857142,0.5293150123952248,0.570809262225416,0.4816069971968904,0.5492796017328903
35,0.5428571428571428,0.5785714285714285,0.49344947437407066,0.6191006619615705,0.4858052835121408,0.5491795582997665
36,0.864285714285714,0.4,0.49636252778962414,0.6144659515520257,0.4785233956383033,0.5491358542297763
37,0.864285714285714,0.5428571428571428,0.5323358403422868,0.5669959234162787,0.4767993774623901,0.5491194947929181
38,0.6142857142857142,0.5071428571428571,0.48078506922650177,0.6400638341123938,0.484853744925442,0.5491072594645032
39,0.5428571428571428,0.5428571428571428,0.48274670001333203,0.6361398672474362,0.48652742529580373,0.548928605716378
40,0.6857142857142856,0.4714285714285715,0.4804988967016314,0.6400797899327124,0.4833062871087277,0.5489264369063259
41,0.6857142857142856,0.6142857142857142,0.5232887541581173,0.577196817602525,0.4819579640967643,0.54892242358803
42,0.757142857142857,0.4357142857142859,0.4827972685932777,0.6359093466727833,0.4816446318834842,0.5488754450129686
43,0.8285714285714287,0.5785714285714285,0.5356593158057096,0.56261181815932,0.47825486874658896,0.5488048483827739
44,0.65,0.6142857142857142,0.518573184014254,0.5826583241868948,0.48245585753709924,0.5487510666300645
45,0.8285714285714287,0.4,0.4884001069579993,0.6257875791585005,0.48004271579743885,0.5486234041219548
46,0.65,0.4714285714285715,0.47636023340970374,0.6463344838451066,0.48402847564954726,0.5484804388107157
47,0.7214285714285714,0.4357142857142859,0.47829436818242127,0.6425779331860435,0.48248165585222336,0.5483968266250383
48,0.757142857142857,0.6142857142857142,0.534318284076327,0.563097663525117,0.48023390560300466,0.5483306088265444
49,0.5785714285714285,0.5071428571428571,0.4768432643644009,0.6445871883968867,0.4851439009808329,0.5481696316090142
50,0.5428571428571428,0.6142857142857142,0.5043959103079783,0.6001137912994152,0.48473706342816725,0.5481073486458807
51,0.5071428571428571,0.5785714285714285,0.4883801767672011,0.6242909646697377,0.4852844393873225,0.5480349410084037
52,0.6142857142857142,0.6142857142857142,0.5131353324653278,0.5875790281863372,0.482577874176255,0.5478397861540507
53,0.5785714285714285,0.6142857142857142,0.5082910160383595,0.5938797701971879,0.48347423544387824,0.5477622081223337
54,0.7928571428571428,0.4,0.48190123393240913,0.6343870447279393,0.48056862056660926,0.5477293016316744
55,0.9000000000000002,0.5428571428571428,0.5451083893489154,0.5499031595764984,0.4743260964253894,0.5474952769380197
56,0.5071428571428571,0.6142857142857142,0.5002376936064235,0.6043318203378958,0.4848374666759815,0.5473798654813131
57,0.5071428571428571,0.5428571428571428,0.4783307575248512,0.6395728087691571,0.4857945720163941,0.5473233207852366
58,0.4714285714285715,0.5785714285714285,0.4846490679951184,0.6279751465490298,0.4853858733337967,0.5470806144980029
59,0.6142857142857142,0.4714285714285715,0.4716314007226031,0.6506674628217284,0.48361049090167013,0.5468689613140865
60,0.5428571428571428,0.5071428571428571,0.47248395020642375,0.6489462503008915,0.48500721510481776,0.5468315151047364
61,0.7928571428571428,0.6142857142857142,0.5413091997893618,0.5522651182151728,0.47824333026777216,0.5467322783478038
62,0.6857142857142856,0.4357142857142859,0.47259311202255505,0.6482740381832109,0.48243739935447383,0.5466657580110001
63,0.757142857142857,0.4,0.4756807934340536,0.6424056555025465,0.4814834626768315,0.5466125310911486
64,0.4714285714285715,0.6142857142857142,0.49585038720573754,0.6081346125233037,0.4847793752420747,0.5462823918203623
65,0.864285714285714,0.5785714285714285,0.5436169536133417,0.548907917840929,0.47596566720158445,0.5462496239810649
66,0.65,0.65,0.5313833427359732,0.5613504277595412,0.4808483182930036,0.5459559772072733
67,0.6142857142857142,0.65,0.5258352126085233,0.5675708730827184,0.4814307864146574,0.5459065110821653
68,0.7214285714285714,0.4,0.47069853694342506,0.6491010220252706,0.481761315580502,0.5456885546144745
69,0.4714285714285715,0.5428571428571428,0.47331514552340925,0.6439429625546027,0.4849415876231953,0.5455999018071577
70,0.5785714285714285,0.65,0.5208889840701482,0.5725469378744035,0.4820968099860528,0.545497704651038
71,0.5785714285714285,0.4714285714285715,0.4669306823678933,0.6557396849553213,0.48344752317604417,0.545458377568
72,0.5071428571428571,0.5071428571428571,0.46801198340753297,0.6535318690849183,0.4846752744459448,0.5454280643431613
73,0.65,0.4357142857142859,0.46797612934319177,0.6535807967985994,0.4824691871609043,0.5454207528297672
74,0.6857142857142856,0.65,0.53578556974,0.5553051065294334,0.4798309120689573,0.5453707365526663
75,0.5428571428571428,0.65,0.5164654860891942,0.5770878353738337,0.4826226574212207,0.5450963269239809
76,0.5071428571428571,0.65,0.5119147897987478,0.5825825661027364,0.48352220525892603,0.5449672952773059
77,0.4357142857142859,0.6142857142857142,0.49051386650704487,0.6126081373515877,0.48460996363256414,0.5448042647230431
78,0.4357142857142859,0.5785714285714285,0.47872343359380737,0.6316720552292852,0.4846120758600301,0.5446639836498797
79,0.8285714285714287,0.6142857142857142,0.547149720778086,0.5421412561077263,0.47601245862665875,0.5446339742015848
80,0.7214285714285714,0.65,0.5410841750997941,0.5478728041578146,0.47823066668519415,0.5444573292499439
81,0.6857142857142856,0.4,0.4657232356609496,0.6545796646867398,0.4816191323939064,0.5442330986399406
82,0.4714285714285715,0.65,0.5081921763909342,0.5857447860045875,0.4833371093609734,0.5442195077812683
83,0.6142857142857142,0.4357142857142859,0.46345635475890923,0.6586203297737984,0.48244369552119293,0.5440658047969229
84,0.5428571428571428,0.4714285714285715,0.46298976511584455,0.6594280992867673,0.48322000961937567,0.5440192471670318
85,0.4357142857142859,0.5428571428571428,0.4681587584884697,0.6476708588020968,0.4843690327907147,0.5434750619045323
86,0.4714285714285715,0.5071428571428571,0.4626957404212142,0.6581942607496412,0.48423899127663056,0.5433961949886782
87,0.65,0.4,0.461791409074201,0.6593241814998827,0.4814023345533816,0.5431558447164517
88,0.4,0.6142857142857142,0.485467495500641,0.6160085963758302,0.4837901914672982,0.5430025266912062
89,0.4357142857142859,0.65,0.502211195549861,0.5905950473552735,0.48331212241185534,0.5428289721874631
90,0.4,0.5785714285714285,0.47349230457952673,0.6351809493678515,0.48364757494295624,0.5425463101421053
91,0.757142857142857,0.65,0.5465229069790506,0.5385626442146049,0.47573025202428987,0.542513577077315
92,0.5785714285714285,0.4357142857142859,0.4592614793717581,0.6625579982210026,0.48202953425180795,0.5424890056027887
93,0.5071428571428571,0.4714285714285715,0.45807098789211553,0.6635836359003058,0.4827389976468987,0.5420000153311878
94,0.4,0.65,0.4977339757469824,0.5944829038437494,0.48331332915507824,0.5418234139626846
95,0.6142857142857142,0.4,0.45729551195056123,0.6640590581785876,0.48102137885398544,0.5416149986176277
96,0.9000000000000002,0.5785714285714285,0.555697979884303,0.5279266913779056,0.46964727173495957,0.5414564723484757
97,0.864285714285714,0.6142857142857142,0.5548936102855199,0.5286100525258829,0.47221100699689467,0.5414330390323043
98,0.7928571428571428,0.65,0.5518530066453401,0.5311080583371365,0.47428057023014236,0.5412818398077127
99,0.4,0.5428571428571428,0.46254991269235546,0.6521186188810135,0.4836481179409453,0.541214543488919
100,0.5428571428571428,0.6857142857142856,0.5305807278641343,0.5521513746071358,0.4791591156335075,0.5411511814632096
101,0.5428571428571428,0.4357142857142859,0.45529132230067076,0.6662890753173523,0.4814628711267811,0.5409431812110583
102,0.5071428571428571,0.6857142857142856,0.5249342028934146,0.5578293856906067,0.47983411085933225,0.5408821039336215
103,0.5785714285714285,0.6857142857142856,0.5347634198393325,0.5470423818044927,0.47824112713460293,0.5408332150674487
104,0.4357142857142859,0.5071428571428571,0.45710249883049664,0.6613502494952294,0.4832499216276613,0.5405768855215003
105,0.4714285714285715,0.4714285714285715,0.45372823994550743,0.6674663040438872,0.4821985669634842,0.5402243758325505
106,0.4714285714285715,0.6857142857142856,0.5200968881557976,0.5616399035445166,0.4795380367173552,0.5400706869523787
107,0.5785714285714285,0.4,0.4529222465424706,0.6677187068908901,0.4805235248972871,0.5397351504188789
108,0.6142857142857142,0.6857142857142856,0.5377020936332566,0.5417631642082927,0.47646795233047623,0.5397249898170168
109,0.4357142857142859,0.6857142857142856,0.5146265794835749,0.5666152797365263,0.4800580721486925,0.5393710589493176
110,0.65,0.6857142857142856,0.5426767204031887,0.5357841063206101,0.4751274977058538,0.5392083874673493
111,0.8285714285714287,0.65,0.5576041667971429,0.5214949997711186,0.4713333148651562,0.53894543494276
112,0.4,0.6857142857142856,0.5096616401424975,0.5717502889534581,0.4807592986503039,0.5389235723774043
113,0.5071428571428571,0.4357142857142859,0.45046417888110984,0.670185567203678,0.48076338597243196,0.5387849188082259
114,0.4,0.5071428571428571,0.45195303997487885,0.665167610757833,0.48198709466601536,0.5382131707576115
115,0.5428571428571428,0.4,0.44884668110582115,0.6718656931996577,0.480136044668236,0.5381660691101267
116,0.6857142857142856,0.6857142857142856,0.5469608776022286,0.5291959522464809,0.47341583456363484,0.5379317854721495
117,0.7214285714285714,0.6857142857142856,0.5511985399230495,0.5246433974749419,0.47213636963713546,0.5375932367311638
118,0.4357142857142859,0.4714285714285715,0.44809407726005057,0.6706476650523524,0.48107509380026353,0.5372343504714325
119,0.4714285714285715,0.4357142857142859,0.4461106485383049,0.6734829969523565,0.47974164223946375,0.5367088992690126
120,0.5071428571428571,0.4,0.4448089629325644,0.6751514487069101,0.479499344033157,0.536292912857732
121,0.9000000000000002,0.6142857142857142,0.5658613115215432,0.5092892771033486,0.4656032527502139,0.5360869469534463
122,0.757142857142857,0.6857142857142856,0.5554851851489213,0.5172813137754276,0.47024931558469274,0.5357029822328259
123,0.4,0.4714285714285715,0.4439351179781005,0.6730994251468688,0.479516088372036,0.5350102636533003
124,0.864285714285714,0.65,0.5646453701792026,0.5070455918006973,0.46609367361250464,0.5342975839809448
125,0.4714285714285715,0.4,0.44068163966997076,0.6782560063664309,0.4785672834804296,0.534247766281413
126,0.4357142857142859,0.4357142857142859,0.4411438173174605,0.6767110911044281,0.47884393930862074,0.5341067283451144
127,0.5428571428571428,0.7214285714285714,0.540135562843522,0.5282004083016438,0.4730048250153005,0.5341013174467377
128,0.4714285714285715,0.7214285714285714,0.5317223450915195,0.535728707785813,0.4741168167945588,0.5337180080882956
129,0.4357142857142859,0.7214285714285714,0.5258065344663861,0.5415964476332308,0.4749171781696583,0.5335847022821183
130,0.7928571428571428,0.6857142857142856,0.5609463076204108,0.5087401254637384,0.4671127057498051,0.5335692518683722
131,0.5071428571428571,0.7214285714285714,0.5351443127695951,0.5317506916625706,0.4729330195960136,0.5334421049351085
132,0.5785714285714285,0.7214285714285714,0.5434091358761576,0.5229909303632365,0.4711027265070728,0.5330045609279904
133,0.4,0.7214285714285714,0.5209616738662545,0.5448054698686893,0.474949154625931,0.5326168500928574
134,0.6142857142857142,0.7214285714285714,0.5467596719593095,0.5176833336738291,0.46936060110520506,0.5318243780087508
135,0.4,0.4357142857142859,0.43692145039536184,0.6792094678025521,0.4775142789891907,0.5317677002868059
136,0.4357142857142859,0.4,0.43520831827783496,0.6815695718490875,0.47750235390952916,0.5312152931682302
137,0.65,0.7214285714285714,0.5511240825563043,0.5112284944462926,0.46711147119018326,0.5304271690539984
138,0.8285714285714287,0.6857142857142856,0.5659875748567889,0.49863301293950235,0.4640026951083258,0.5301796583162899
139,0.6857142857142856,0.7214285714285714,0.5556280760829826,0.5068422658885225,0.46668377176996506,0.530115113708712
140,0.4,0.4,0.43119274705330873,0.6846175629858275,0.47646325426287944,0.5291260082629037
141,0.7214285714285714,0.7214285714285714,0.5600921899004928,0.5002882528392221,0.46470693019720716,0.528503793205081
142,0.9000000000000002,0.65,0.5734503610367824,0.490022573474582,0.45924245153704474,0.5284640775635452
143,0.757142857142857,0.7214285714285714,0.5650861824687798,0.49150679300797184,0.46173280167079445,0.5257345141690445
144,0.4,0.757142857142857,0.5311376598423488,0.5204038972106606,0.4684986468398692,0.5257159953087325
145,0.4714285714285715,0.757142857142857,0.5409792769262867,0.510546451544225,0.46652727474747124,0.5253224770741721
146,0.4357142857142859,0.757142857142857,0.5347850947909879,0.5158679130656074,0.4672727575281105,0.5251562004304944
147,0.5428571428571428,0.757142857142857,0.5489630084683339,0.5031462693733472,0.46494145584805685,0.5250570364733057
148,0.5071428571428571,0.757142857142857,0.5449356082484177,0.5060855911034754,0.46575528038627323,0.524792572373979
149,0.864285714285714,0.6857142857142856,0.573215222366643,0.4837735503155084,0.45781305895390073,0.5247101395704109
150,0.7928571428571428,0.7214285714285714,0.5698904414125783,0.4857757352014924,0.46007583995153317,0.5244819892770036
151,0.5785714285714285,0.757142857142857,0.5525286729559502,0.4982203894962773,0.463861819031647,0.5239710611885326
152,0.6142857142857142,0.757142857142857,0.5554553671962627,0.49336849466704624,0.4616071065393734,0.5225742631017051
153,0.65,0.757142857142857,0.5602544831866674,0.4886404890763894,0.4608018993912481,0.5220027398566169
154,0.8285714285714287,0.7214285714285714,0.5750407615002602,0.4767800357457253,0.4565470437601159,0.521320657551563
155,0.6857142857142856,0.757142857142857,0.5651270562662634,0.4831679978641378,0.45936590784701775,0.5209436164735708
156,0.7214285714285714,0.757142857142857,0.5694898989567233,0.4775172973604495,0.45690295438025313,0.519464008233063
157,0.9000000000000002,0.6857142857142856,0.5825399489452128,0.4669926044528321,0.4509497311653447,0.518405736105968
158,0.757142857142857,0.757142857142857,0.572946513557146,0.46933448013488116,0.4533524655466553,0.5159905164017435
159,0.4714285714285715,0.7928571428571428,0.5494318141012425,0.48437084247635165,0.457774383598958,0.5148540661726462
160,0.864285714285714,0.7214285714285714,0.5810448445150129,0.46211802083563164,0.44919059241868936,0.5148022470561561
161,0.5428571428571428,0.7928571428571428,0.5576364926924705,0.4778092589973548,0.4561500695554041,0.5146457531520942
162,0.5071428571428571,0.7928571428571428,0.553794640602413,0.4806434358372929,0.4569447795414215,0.5146325621027876
163,0.4357142857142859,0.7928571428571428,0.5437732454039947,0.4872975926543862,0.4582728543382225,0.5139887263889928
164,0.5785714285714285,0.7928571428571428,0.56132203452034,0.47353066874225175,0.45457946065502286,0.5137024767837532
165,0.4,0.7928571428571428,0.5385914527912377,0.4903090382919091,0.45840348221453536,0.513317389852375
166,0.7928571428571428,0.757142857142857,0.5773151235408402,0.4617795592496444,0.4501863960116913,0.5131242180566464
167,0.6142857142857142,0.7928571428571428,0.5637503572982806,0.46994235084847363,0.4528855644416973,0.5125897979398507
168,0.65,0.7928571428571428,0.5680015792289024,0.46211820756118405,0.44963990095936446,0.5096181532501134
169,0.8285714285714287,0.757142857142857,0.5824350474013195,0.4523924928332059,0.44581174065777557,0.5092428115076918
170,0.6857142857142856,0.7928571428571428,0.5720951870928094,0.4586903286767491,0.44844453941072493,0.5091544756642703
171,0.9000000000000002,0.7214285714285714,0.588283893523157,0.446719764271208,0.4416328466252702,0.5078205091550043
172,0.7214285714285714,0.7928571428571428,0.5759358490526574,0.4532064291779196,0.4459275416570873,0.5072531468311279
173,0.864285714285714,0.757142857142857,0.5876235558102487,0.44163724184918307,0.44009759807216164,0.5042773357807769
174,0.4357142857142859,0.8285714285714287,0.5523219769892548,0.46354123466366487,0.44889696568839615,0.5040521365645216
175,0.5071428571428571,0.8285714285714287,0.5610016634106945,0.4568117694679058,0.44735800369436163,0.5035739444158912
176,0.4,0.8285714285714287,0.546390206696506,0.466588699275886,0.44898168632624397,0.5033461098479248
177,0.4714285714285715,0.8285714285714287,0.5576183079697372,0.4583235442364761,0.4472633370290895,0.5031185568048867
178,0.757142857142857,0.7928571428571428,0.5792417905775987,0.4440421978160585,0.4426657527479332,0.5027104902887197
179,0.5428571428571428,0.8285714285714287,0.5657124771621468,0.4514313045213125,0.44562888360137004,0.5021518612179195
180,0.5785714285714285,0.8285714285714287,0.5691936463188076,0.44683662433717714,0.44421386339775437,0.5006476182073917
181,0.7928571428571428,0.7928571428571428,0.5845585251770729,0.4369670302642017,0.4399696876667489,0.5001006610195009
182,0.6142857142857142,0.8285714285714287,0.5723171902495117,0.44301092291109556,0.4426648271853537,0.49943021051799663
183,0.65,0.8285714285714287,0.5756045220142828,0.4399715620281861,0.4412888614838694,0.49873096588304694
184,0.6857142857142856,0.8285714285714287,0.5797312372585884,0.43402529113708777,0.43872471188320655,0.49640719834499486
185,0.9000000000000002,0.757142857142857,0.5939921171623612,0.42604582740768643,0.43189703251091743,0.4961930374791132
186,0.8285714285714287,0.7928571428571428,0.5884007339675478,0.42893091314860055,0.43517484856919564,0.4961671345493739
187,0.7214285714285714,0.8285714285714287,0.5832175484382848,0.42769835738352197,0.43472004891834753,0.49349542534207164
188,0.4357142857142859,0.864285714285714,0.558975655302527,0.4378395411440837,0.43851623170471726,0.4910471776530149
189,0.4,0.864285714285714,0.5552842609686451,0.44011373502958234,0.4388030706681262,0.4910362108032352
190,0.5071428571428571,0.864285714285714,0.5686638720333506,0.4319907496516444,0.43693381972111234,0.49099364966871983
191,0.4714285714285715,0.864285714285714,0.5647417792365905,0.43381781812671216,0.43743084339501725,0.49069689404683436
192,0.864285714285714,0.7928571428571428,0.5925960009678087,0.418597335508963,0.4287152591300095,0.4906264669478264
193,0.757142857142857,0.8285714285714287,0.5867225688890918,0.42152984574368835,0.4321443794558694,0.4905935663902917
194,0.5428571428571428,0.864285714285714,0.5723386527521465,0.42894756535122447,0.43584171846410574,0.4903758130606524
195,0.5785714285714285,0.864285714285714,0.5765794144109094,0.42421624070456393,0.43392692543342826,0.4887997872469045
196,0.7928571428571428,0.8285714285714287,0.5902311907670953,0.41429000685846995,0.4275708746676985,0.48685261127188295
197,0.6142857142857142,0.864285714285714,0.5793952157863168,0.41975786135116977,0.4315524819616273,0.4868236954287996
198,0.65,0.864285714285714,0.5822892818980767,0.41462187807514317,0.4286556311839395,0.4843558490208748
199,0.9000000000000002,0.7928571428571428,0.5996640420282523,0.40544360292124404,0.4223382196745354,0.48378887766686424
200,0.8285714285714287,0.8285714285714287,0.5948955769169815,0.4071879593486151,0.4236470521383023,0.48346132278165665
201,0.6857142857142856,0.864285714285714,0.5865937404630674,0.4100663604168505,0.4262765974397258,0.48269687927234145
202,0.4,0.9000000000000002,0.562354307529163,0.4195012228589546,0.42944241544341427,0.4805357048714332
203,0.7214285714285714,0.864285714285714,0.5893740595808236,0.4045648889087443,0.4226758888381501,0.47978812240400726
204,0.4357142857142859,0.9000000000000002,0.5675190340212328,0.41412752334079667,0.4277476787472506,0.4788388452959197
205,0.4714285714285715,0.9000000000000002,0.5724519485214349,0.4108553430102299,0.4268902691438159,0.4783752621223694
206,0.864285714285714,0.8285714285714287,0.598309658350125,0.39833118399963185,0.41826184794949034,0.47825733099022166
207,0.5071428571428571,0.9000000000000002,0.5763201146584197,0.40794285108152906,0.4259775227419031,0.4777293851194367
208,0.5428571428571428,0.9000000000000002,0.5799975847622346,0.4051270032127436,0.4246194696984184,0.47704155647635016
209,0.757142857142857,0.864285714285714,0.5916055442374129,0.3990029684154632,0.41885442419859054,0.4765805366433179
210,0.5785714285714285,0.9000000000000002,0.5828304218325389,0.4007805779598195,0.4220653306771063,0.47495831861156673
211,0.7928571428571428,0.864285714285714,0.5964624378869593,0.3924255089741423,0.4157310889596604,0.4733945367919923
212,0.6142857142857142,0.9000000000000002,0.5852343513976886,0.3951769873244644,0.4180808218945277,0.47178391095631217
213,0.8285714285714287,0.864285714285714,0.6003137209420479,0.38611540466944994,0.41254291197543846,0.46995849832895553
214,0.65,0.9000000000000002,0.5876322034870712,0.3909010274846002,0.41567404884729015,0.4694905085605331
215,0.9000000000000002,0.8285714285714287,0.6055833632030763,0.38271130432365946,0.4089884407814991,0.46901719987654994
216,0.6857142857142856,0.9000000000000002,0.5914695317421447,0.3870461861816784,0.41379033460667375,0.4679046484591718
217,0.7214285714285714,0.9000000000000002,0.5949673207671882,0.3828652926981847,0.4115248672216424,0.4659127426811907
218,0.864285714285714,0.864285714285714,0.6040547025559684,0.3766728947608036,0.4070386442153666,0.46400454933285823
219,0.757142857142857,0.9000000000000002,0.5969365016064359,0.3772888751847301,0.4073794244119135,0.46235194979134164
220,0.7928571428571428,0.9000000000000002,0.601991773074746,0.37138314843527853,0.40443770427601883,0.45936996130906055
221,0.9000000000000002,0.864285714285714,0.6106951675698237,0.3632639054184874,0.39817701977262027,0.4555499666139959
222,0.8285714285714287,0.9000000000000002,0.6046693476943801,0.3622617066150622,0.39862004292855124,0.4530799768139032
223,0.864285714285714,0.9000000000000002,0.6088081162020129,0.35307676190345905,0.39245548466035934,0.44694745323895474
224,0.9000000000000002,0.9000000000000002,0.6160312525691667,0.34039374086788665,0.38414389437820123,0.4384937323730643
